message_id,provider,source_type,split,edge_case_tag,field_name,gold_value,predicted_value,subject,body
enron_raw_0129,baseline_rules,enron,dev,time_range,event_date,2000-07-18,2018-07-07,Systems Meeting 7/18,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 04:23 PM --------------------------- Enron North America Corp. From: Kimberly Hillis 07/11/2000 01:16 PM To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Beth Perlman/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT cc: Barbara Lewis/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Cherylene R Westbrook/HOU/ECT@ECT, Patti Thompson/HOU/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Irena D Hogan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT Subject: Systems Meeting 7/18 Please note that John Lavorato has scheduled a Systems Meeting on Tuesday, July 18, from 2:00 - 3:00 p.m. in EB3321. Please call me at x30681 if you have any questions. Thanks Kim Hillis"
enron_raw_0129,baseline_rules,enron,dev,time_range,start_time,14:00,04:23,Systems Meeting 7/18,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 04:23 PM --------------------------- Enron North America Corp. From: Kimberly Hillis 07/11/2000 01:16 PM To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Beth Perlman/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT cc: Barbara Lewis/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Cherylene R Westbrook/HOU/ECT@ECT, Patti Thompson/HOU/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Irena D Hogan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT Subject: Systems Meeting 7/18 Please note that John Lavorato has scheduled a Systems Meeting on Tuesday, July 18, from 2:00 - 3:00 p.m. in EB3321. Please call me at x30681 if you have any questions. Thanks Kim Hillis"
enron_raw_0129,baseline_rules,enron,dev,time_range,end_time,15:00,01:16,Systems Meeting 7/18,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 04:23 PM --------------------------- Enron North America Corp. From: Kimberly Hillis 07/11/2000 01:16 PM To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Beth Perlman/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT cc: Barbara Lewis/HOU/ECT@ECT, Airam Arteaga/HOU/ECT@ECT, Cherylene R Westbrook/HOU/ECT@ECT, Patti Thompson/HOU/ECT@ECT, Felicia Doan/HOU/ECT@ECT, Irena D Hogan/HOU/ECT@ECT, Ina Rangel/HOU/ECT@ECT Subject: Systems Meeting 7/18 Please note that John Lavorato has scheduled a Systems Meeting on Tuesday, July 18, from 2:00 - 3:00 p.m. in EB3321. Please call me at x30681 if you have any questions. Thanks Kim Hillis"
enron_raw_0133,baseline_rules,enron,dev,relative_date,event_date,2000-07-11,2000-11-07,System Meeting 7/11,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 06:12 AM --------------------------- Enron North America Corp. From: John J Lavorato 07/10/2000 04:03 PM Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Subject: System Meeting 7/11 This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm. Please reference the meeting as Systems Meeting and also note that there will be a follow up meeting. The meeting will be held in EB3321. Call Kim Hillis at x30681 if you have any questions. k"
enron_raw_0133,baseline_rules,enron,dev,relative_date,start_time,14:00,06:12,System Meeting 7/11,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 06:12 AM --------------------------- Enron North America Corp. From: John J Lavorato 07/10/2000 04:03 PM Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Subject: System Meeting 7/11 This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm. Please reference the meeting as Systems Meeting and also note that there will be a follow up meeting. The meeting will be held in EB3321. Call Kim Hillis at x30681 if you have any questions. k"
enron_raw_0133,baseline_rules,enron,dev,relative_date,end_time,,04:03,System Meeting 7/11,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 06:12 AM --------------------------- Enron North America Corp. From: John J Lavorato 07/10/2000 04:03 PM Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Subject: System Meeting 7/11 This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm. Please reference the meeting as Systems Meeting and also note that there will be a follow up meeting. The meeting will be held in EB3321. Call Kim Hillis at x30681 if you have any questions. k"
enron_raw_0133,baseline_rules,enron,dev,relative_date,action_required,false,true,System Meeting 7/11,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 06:12 AM --------------------------- Enron North America Corp. From: John J Lavorato 07/10/2000 04:03 PM Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Subject: System Meeting 7/11 This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm. Please reference the meeting as Systems Meeting and also note that there will be a follow up meeting. The meeting will be held in EB3321. Call Kim Hillis at x30681 if you have any questions. k"
enron_raw_0133,baseline_rules,enron,dev,relative_date,action_type,none,reply_confirm,System Meeting 7/11,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 07/11/2000 06:12 AM --------------------------- Enron North America Corp. From: John J Lavorato 07/10/2000 04:03 PM Sent by: Kimberly Hillis To: Jeffrey A Shankman/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Steve Jackson/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Kristin Albrecht/HOU/ECT@ECT, Thresa A Allen/HOU/ECT@ECT, Brent A Price/HOU/ECT@ECT cc: Subject: System Meeting 7/11 This is to confirm a meeting for tomorrow, Tuesday, July 11 at 2:00 pm. Please reference the meeting as Systems Meeting and also note that there will be a follow up meeting. The meeting will be held in EB3321. Call Kim Hillis at x30681 if you have any questions. k"
enron_raw_0006,baseline_rules,enron,dev,time_range,event_date,2000-10-11,2000-04-10,"Var, Reporting and Resources Meeting","---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM --------------------------- Enron North America Corp. From: Airam Arteaga 10/04/2000 12:23 PM To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/Enron@Enron cc: Rita Hennessy/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Kimberly Brown/HOU/ECT@ECT, Araceli Romero/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: Var, Reporting and Resources Meeting Please plan to attend the below Meeting: Topic: Var, Reporting and Resources Meeting Date: Wednesday, October 11th Time: 2:30 - 3:30 Location: EB30C1 If you have any questions/conflicts, please feel free to call me. Thanks, Rain x.31560"
enron_raw_0006,baseline_rules,enron,dev,time_range,start_time,14:30,04:23,"Var, Reporting and Resources Meeting","---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM --------------------------- Enron North America Corp. From: Airam Arteaga 10/04/2000 12:23 PM To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/Enron@Enron cc: Rita Hennessy/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Kimberly Brown/HOU/ECT@ECT, Araceli Romero/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: Var, Reporting and Resources Meeting Please plan to attend the below Meeting: Topic: Var, Reporting and Resources Meeting Date: Wednesday, October 11th Time: 2:30 - 3:30 Location: EB30C1 If you have any questions/conflicts, please feel free to call me. Thanks, Rain x.31560"
enron_raw_0006,baseline_rules,enron,dev,time_range,end_time,15:30,12:23,"Var, Reporting and Resources Meeting","---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM --------------------------- Enron North America Corp. From: Airam Arteaga 10/04/2000 12:23 PM To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/Enron@Enron cc: Rita Hennessy/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Kimberly Brown/HOU/ECT@ECT, Araceli Romero/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: Var, Reporting and Resources Meeting Please plan to attend the below Meeting: Topic: Var, Reporting and Resources Meeting Date: Wednesday, October 11th Time: 2:30 - 3:30 Location: EB30C1 If you have any questions/conflicts, please feel free to call me. Thanks, Rain x.31560"
enron_raw_0006,baseline_rules,enron,dev,time_range,action_type,attend,pay,"Var, Reporting and Resources Meeting","---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM --------------------------- Enron North America Corp. From: Airam Arteaga 10/04/2000 12:23 PM To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/Enron@Enron cc: Rita Hennessy/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Kimberly Brown/HOU/ECT@ECT, Araceli Romero/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: Var, Reporting and Resources Meeting Please plan to attend the below Meeting: Topic: Var, Reporting and Resources Meeting Date: Wednesday, October 11th Time: 2:30 - 3:30 Location: EB30C1 If you have any questions/conflicts, please feel free to call me. Thanks, Rain x.31560"
enron_raw_0006,baseline_rules,enron,dev,time_range,action_deadline,2000-10-11,,"Var, Reporting and Resources Meeting","---------------------- Forwarded by Phillip K Allen/HOU/ECT on 10/04/2000 04:23 PM --------------------------- Enron North America Corp. From: Airam Arteaga 10/04/2000 12:23 PM To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/Enron@Enron cc: Rita Hennessy/NA/Enron@Enron, Ina Rangel/HOU/ECT@ECT, Laura Harder/Corp/Enron@Enron, Kimberly Brown/HOU/ECT@ECT, Araceli Romero/NA/Enron@Enron, Kimberly Hillis/HOU/ECT@ect Subject: Var, Reporting and Resources Meeting Please plan to attend the below Meeting: Topic: Var, Reporting and Resources Meeting Date: Wednesday, October 11th Time: 2:30 - 3:30 Location: EB30C1 If you have any questions/conflicts, please feel free to call me. Thanks, Rain x.31560"
enron_raw_0047,baseline_rules,enron,dev,deadline_only,calendar_event_required,false,true,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,event_category,none,club_activity,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,event_date,,2000-09-06,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,start_time,,02:01,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,end_time,,10:12,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,action_type,submit_form,pay,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
enron_raw_0047,baseline_rules,enron,dev,deadline_only,action_deadline,2000-09-14,,TIME SENSITIVE: Executive Impact & Influence Program Survey,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 02:01 PM --------------------------- Enron-admin@FSDDataSvc.com on 09/06/2000 10:12:33 AM To: pallen@enron.com cc: Subject: TIME SENSITIVE: Executive Impact & Influence Program Survey Executive Impact & Influence Program * IMMEDIATE ACTION REQUIRED - Do Not Delete * As part of the Executive Impact and Influence Program, each participant is asked to gather input on the participant's own management styles and practices as experienced by their immediate manager, each direct report, and up to eight peers/colleagues. You have been requested to provide feedback for a participant attending the next program. Your input (i.e., a Self assessment, Manager assessment, Direct Report assessment, or Peer/Colleague assessment) will be combined with the input of others and used by the program participant to develop an action plan to improve his/her management styles and practices. It is important that you complete this assessment NO LATER THAN CLOSE OF BUSINESS Thursday, September 14. Since the feedback is such an important part of the program, the participant will be asked to cancel his/her attendance if not enough feedback is received. Therefore, your feedback is critical. To complete your assessment, please click on the following link or simply open your internet browser and go to: http://www.fsddatasvc.com/enron Your unique ID for each participant you have been asked to rate is: Unique ID - Participant EVH3JY - John Arnold ER93FX - John Lavorato EPEXWX - Hunter Shively If you experience technical problems, please call Dennis Ward at FSD Data Services, 713-942-8436. If you have any questions about this process, you may contact Debbie Nowak at Enron, 713-853-3304, or Christi Smith at Keilty, Goldsmith & Company, 858-450-2554. Thank you for your participation."
